"","Path","Certification date","City","State","Country","Rating system","Version","Certification level"
"TD Bank - Framingham MA - 901 Edgell Rd","https://www.usgbc.org/projects/td-bank-framingham-ma-901-edgell-rd","5 Jun 2012","Framingham","Massachusetts [MA]","United States [us]","New Construction","v2009","Gold"
"TD Bank Offices","https://www.usgbc.org/projects/td-bank-offices","4 Feb 2010","Boston","Massachusetts [MA]","United States [us]","Commercial Interiors","v2.0","Certified"
"TD Bank-Massachusetts Ave-Acton-MA","https://www.usgbc.org/projects/td-bank-massachusetts-ave-acton-ma","","Acton","Massachusetts [MA]","United States [us]","New Construction","v2009",""
"TD Bank-Franklin St-Braintree-MA","https://www.usgbc.org/projects/td-bank-franklin-st-braintree-ma","","Braintree","Massachusetts [MA]","United States [us]","New Construction","v2009",""
"Boston Green Building","https://www.usgbc.org/projects/boston-green-building","","Allston","Massachusetts [MA]","United States [us]","Existing Buildings","v2.0",""
"TD Bank-Main St-Weymouth-MA","https://www.usgbc.org/projects/td-bank-main-st-weymouth-ma","","Weymouth","Massachusetts [MA]","United States [us]","New Construction","v2009",""
"Cambridge Public Library","https://www.usgbc.org/projects/cambridge-public-library","13 Dec 2010","Cambridge","Massachusetts [MA]","United States [us]","New Construction","v2.2","Silver"
"Gallatin Hall","https://www.usgbc.org/projects/gallatin-hall-0","10 Nov 2008","Boston","Massachusetts [MA]","United States [us]","New Construction","v2.2","Gold"
"FORECASTER BUILDING","https://www.usgbc.org/projects/forecaster-building","","BOSTON","Massachusetts [MA]","United States [us]","New Construction","v2.1",""
"ZUMIX Community Music Center","https://www.usgbc.org/projects/zumix-community-music-center","9 Aug 2010","East Boston","Massachusetts [MA]","United States [us]","New Construction","v2.2","Gold"
"Genzyme Framingham Biologics Support Ctr","https://www.usgbc.org/projects/genzyme-framingham-biologics-support-ctr","28 Mar 2012","Framingham","Massachusetts [MA]","United States [us]","New Construction","v2.2","Gold"
"Stop&Shop. #064","https://www.usgbc.org/projects/stopshop-064","2 Apr 2008","Orleans","Massachusetts [MA]","United States [us]","Existing Buildings","v2.0","Certified"
"Fay School Dormitories","https://www.usgbc.org/projects/fay-school-dormitories","","Southborough","Massachusetts [MA]","United States [us]","New Construction","v2.2",""
"Stop&Shop, #011","https://www.usgbc.org/projects/stopshop-011","2 Apr 2008","Revere","Massachusetts [MA]","United States [us]","Existing Buildings","v2.0","Certified"
"Meselson Lab - Harvard FAS","https://www.usgbc.org/projects/meselson-lab-harvard-fas","12 Aug 2011","Cambridge","Massachusetts [MA]","United States [us]","Commercial Interiors","v2009","Silver"
"Stop&Shop, #98","https://www.usgbc.org/projects/stopshop-98","2 Apr 2008","S. New Bedford","Massachusetts [MA]","United States [us]","Existing Buildings","v2.0","Certified"
"Vlassak Lab - SEAS","https://www.usgbc.org/projects/vlassak-lab-seas","6 Jul 2011","Cambridge","Massachusetts [MA]","United States [us]","Commercial Interiors","v2009","Platinum"
"Stop&Shop, #073","https://www.usgbc.org/projects/stopshop-073","2 Apr 2008","Seekonk","Massachusetts [MA]","United States [us]","Existing Buildings","v2.0","Certified"
"Stop&Shop, #421","https://www.usgbc.org/projects/stopshop-421","2 Apr 2008","Somerset","Massachusetts [MA]","United States [us]","Existing Buildings","v2.0","Certified"
"Prudential Tower","https://www.usgbc.org/projects/prudential-tower","","Boston","Massachusetts [MA]","United States [us]","Existing Buildings","v2009",""
"Stop&Shop, #498","https://www.usgbc.org/projects/stopshop-498","2 Apr 2008","Somerville","Massachusetts [MA]","United States [us]","Existing Buildings","v2.0","Certified"
"TD Bank-Winter St-Boston-MA","https://www.usgbc.org/projects/td-bank-winter-st-boston-ma","8 Jul 2011","Boston","Massachusetts [MA]","United States [us]","Commercial Interiors","v2009","Platinum"
"101 Huntington Avenue","https://www.usgbc.org/projects/101-huntington-avenue-1","","Boston","Massachusetts [MA]","United States [us]","Existing Buildings","v2009",""
"Stop&Shop, #404","https://www.usgbc.org/projects/stopshop-404","2 Apr 2008","Springfield","Massachusetts [MA]","United States [us]","Existing Buildings","v2.0","Certified"
"Weitz Lab - Harvard SEAS","https://www.usgbc.org/projects/weitz-lab-harvard-seas","4 Jan 2012","Cambridge","Massachusetts [MA]","United States [us]","Commercial Interiors","v2009","Gold"
"Stop&Shop, #044","https://www.usgbc.org/projects/stopshop-044","2 Apr 2008","Walpole","Massachusetts [MA]","United States [us]","Existing Buildings","v2.0","Certified"
"Stop&Shop, #444","https://www.usgbc.org/projects/stopshop-444","2 Apr 2008","Whitman","Massachusetts [MA]","United States [us]","Existing Buildings","v2.0","Certified"
"War Memorial Building Renovation","https://www.usgbc.org/projects/war-memorial-building-renovation","12 Nov 2010","Cambridge","Massachusetts [MA]","United States [us]","New Construction","v2.2","Silver"
"FD Roosevelt School Addition","https://www.usgbc.org/projects/fd-roosevelt-school-addition","25 Oct 2010","Boston","Massachusetts [MA]","United States [us]","Schools - New Construction","v2007","Silver"
"Svenska Lofts","https://www.usgbc.org/projects/svenska-lofts","","Boston","Massachusetts [MA]","United States [us]","New Construction","v2.2",""
"Topia Inn","https://www.usgbc.org/projects/topia-inn","","Adams","Massachusetts [MA]","United States [us]","Existing Buildings","v2008",""
"BIOSQUARE IV","https://www.usgbc.org/projects/biosquare-iv","","Boston","Massachusetts [MA]","United States [us]","Existing Buildings","v2009",""
"Aircuity Cntr for Green Bldg Technology","https://www.usgbc.org/projects/aircuity-cntr-green-bldg-technology","","Newton","Massachusetts [MA]","United States [us]","Commercial Interiors","v2.0",""
"Jacobsen Lab","https://www.usgbc.org/projects/jacobsen-lab","23 Jun 2010","Cambridge","Massachusetts [MA]","United States [us]","Commercial Interiors","v2.0","Gold"
"Parexel","https://www.usgbc.org/projects/parexel","15 Dec 2009","Billerica","Massachusetts [MA]","United States [us]","Commercial Interiors","v2.0","Certified"
"SEAS IT Offices","https://www.usgbc.org/projects/seas-it-offices","6 Oct 2010","Cambridge","Massachusetts [MA]","United States [us]","Commercial Interiors","v2.0","Gold"
"Gensler Boston Office","https://www.usgbc.org/projects/gensler-boston-office","17 Oct 2008","Boston","Massachusetts [MA]","United States [us]","Commercial Interiors","v2.0","Gold"
"West Cambridge Youth & Community Center","https://www.usgbc.org/projects/west-cambridge-youth-community-center","17 Feb 2011","Cambridge","Massachusetts [MA]","United States [us]","New Construction","v2.2","Silver"
"OUR HOUSE FOR DESIGN AND TECHNOLOGY","https://www.usgbc.org/projects/our-house-design-and-technology","","LAWRENCE","Massachusetts [MA]","United States [us]","New Construction","v2.2",""
"Amherst Campus Police Station","https://www.usgbc.org/projects/amherst-campus-police-station","30 May 2012","Amherst","Massachusetts [MA]","United States [us]","New Construction","v2.2","Gold"
"NSTAR Corporate Headquarters","https://www.usgbc.org/projects/nstar-corporate-headquarters","24 Apr 2008","Westwood","Massachusetts [MA]","United States [us]","Existing Buildings","v2.0","Gold"
"JOHN F. KENNEDY FEDERAL BUILDI","https://www.usgbc.org/projects/john-f-kennedy-federal-buildi-0","","BOSTON","Massachusetts [MA]","United States [us]","Existing Buildings","v2008",""
"Lynn Artist Live/Work Housing","https://www.usgbc.org/projects/lynn-artist-livework-housing","","Lynn","Massachusetts [MA]","United States [us]","Homes","v2008",""
"Union Station","https://www.usgbc.org/projects/union-station-0","","Springfield","Massachusetts [MA]","United States [us]","Core and Shell","v2009",""
"The Box District","https://www.usgbc.org/projects/box-district","","Chelsa","Massachusetts [MA]","United States [us]","Neighborhood Development","v2009",""
"Residences at Fresh Pond Master Site","https://www.usgbc.org/projects/residences-fresh-pond-master-site","","Cambridge","Massachusetts [MA]","United States [us]","New Construction","v2009",""
"Hanscom Middle School","https://www.usgbc.org/projects/hanscom-middle-school","","Hanscom Air Force Base","Massachusetts [MA]","United States [us]","Schools - New Construction","v2009",""
"RiverMills Center","https://www.usgbc.org/projects/rivermills-center","","Chicopee","Massachusetts [MA]","United States [us]","New Construction","v2009",""
"Dana-Farber Cancer Institute - Longwood","https://www.usgbc.org/projects/dana-farber-cancer-institute-longwood","","Boston","Massachusetts [MA]","United States [us]","Commercial Interiors","v2009",""
"Federal Reserve Bank of Boston Recert","https://www.usgbc.org/projects/federal-reserve-bank-boston-recert","","Boston","Massachusetts [MA]","United States [us]","Existing Buildings","v2009",""
"Middleton NE Reg Youth Ctr DYS0701DC1","https://www.usgbc.org/projects/middleton-ne-reg-youth-ctr-dys0701dc1","","Middleton","Massachusetts [MA]","United States [us]","New Construction","v2009",""
"Staples - 1 Washington Mall - Boston MA","https://www.usgbc.org/projects/staples-1-washington-mall-boston-ma","","Boston","Massachusetts [MA]","United States [us]","Retail - Commercial Interiors","v2009",""
"Burnham Building","https://www.usgbc.org/projects/burnham-building","","Boston","Massachusetts [MA]","United States [us]","Core and Shell","v2009",""
"Millennium Tower","https://www.usgbc.org/projects/millennium-tower-1","","Boston","Massachusetts [MA]","United States [us]","New Construction","v2009",""
"375 Newbury Street","https://www.usgbc.org/projects/375-newbury-street","","Boston","Massachusetts [MA]","United States [us]","Core and Shell","v2009",""
"Wason Medical Building","https://www.usgbc.org/projects/wason-medical-building","","Springfield","Massachusetts [MA]","United States [us]","Core and Shell","v2009",""
"Fallon","https://www.usgbc.org/projects/fallon","","Springfield","Massachusetts [MA]","United States [us]","Commercial Interiors","v2009",""
"Director of Development","https://www.usgbc.org/projects/director-development","","Norwell","Massachusetts [MA]","United States [us]","Existing Buildings","v2009",""
"MIT Building 2","https://www.usgbc.org/projects/mit-building-2","","Cambridge","Massachusetts [MA]","United States [us]","New Construction","v2009",""
"Math Renovation","https://www.usgbc.org/projects/math-renovation","","Cambridge","Massachusetts [MA]","United States [us]","New Construction","v2009",""
"DEP - Wall Experiment Station","https://www.usgbc.org/projects/dep-wall-experiment-station","12 Mar 2013","Lawrence","Massachusetts [MA]","United States [us]","New Construction","v2.2","Platinum"
"Lord Jeffery Inn","https://www.usgbc.org/projects/lord-jeffery-inn","6 Mar 2013","Amherst","Massachusetts [MA]","United States [us]","New Construction","v2.2","Silver"
"Orange Hall at Salem State College","https://www.usgbc.org/projects/orange-hall-salem-state-college","22 Feb 2013","Salem","Massachusetts [MA]","United States [us]","New Construction","v2.2","Gold"
"John Adams Building","https://www.usgbc.org/projects/john-adams-building","11 Feb 2013","North Quincy","Massachusetts [MA]","United States [us]","Existing Buildings","v2008","Silver"
"Kovac Suite, 160 Concord Ave","https://www.usgbc.org/projects/kovac-suite-160-concord-ave","14 Feb 2013","Cambridge","Massachusetts [MA]","United States [us]","Commercial Interiors","v2.0","Certified"
"125 Western Ave","https://www.usgbc.org/projects/125-western-ave","20 Feb 2013","Boston","Massachusetts [MA]","United States [us]","New Construction","v2009","Gold"
"TD Ameritrade Boston","https://www.usgbc.org/projects/td-ameritrade-boston","6 Mar 2013","Boston","Massachusetts [MA]","United States [us]","Commercial Interiors","v2009","Gold"
"Bright Horizons Mass Ave","https://www.usgbc.org/projects/bright-horizons-mass-ave","8 Feb 2013","Cambridge","Massachusetts [MA]","United States [us]","Commercial Interiors","v2009","Silver"
"Gutman Library - 1st and 2nd Floor","https://www.usgbc.org/projects/gutman-library-1st-and-2nd-floor","28 Feb 2013","Cambridge","Massachusetts [MA]","United States [us]","Commercial Interiors","v2009","Platinum"
"Cadmus Office Waltham MA","https://www.usgbc.org/projects/cadmus-office-waltham-ma","24 Jan 2013","Waltham","Massachusetts [MA]","United States [us]","Commercial Interiors","v2009","Gold"
"CBRE Office","https://www.usgbc.org/projects/cbre-office","11 Mar 2013","Boston","Massachusetts [MA]","United States [us]","Commercial Interiors","v2009","Silver"
"TD Bank - Boston MA -185 Franklin Street","https://www.usgbc.org/projects/td-bank-boston-ma-185-franklin-street","15 Feb 2013","Boston","Massachusetts [MA]","United States [us]","Retail - Commercial Interiors","v2009","Gold"
"TD Bank - West Roxbury MA - Centre St","https://www.usgbc.org/projects/td-bank-west-roxbury-ma-centre-st","20 Mar 2013","West Roxbury","Massachusetts [MA]","United States [us]","Retail - New Construction","v2009","Silver"
"Microsoft Retail - Prudential Center","https://www.usgbc.org/projects/microsoft-retail-prudential-center","19 Mar 2013","Boston","Massachusetts [MA]","United States [us]","Commercial Interiors","v2009","Certified"
"Westwood Station","https://www.usgbc.org/projects/westwood-station","","Westwood","Massachusetts [MA]","United States [us]","Neighborhood Development","v1.0 pilot",""
"Village at Taylor Pond","https://www.usgbc.org/projects/village-taylor-pond","","Bedford","Massachusetts [MA]","United States [us]","Neighborhood Development","v1.0 pilot",""
"Jackson Square Redevelopment Initiative","https://www.usgbc.org/projects/jackson-square-redevelopment-initiative","12 Nov 2008","Roxbury","Massachusetts [MA]","United States [us]","Neighborhood Development","v1.0 pilot","Silver"
"DYS Middleton Youth Ctr DYS0701DC1","https://www.usgbc.org/projects/dys-middleton-youth-ctr-dys0701dc1","","Middleton","Massachusetts [MA]","United States [us]","New Construction","v2009",""
"2 Canal Park","https://www.usgbc.org/projects/2-canal-park","","Cambridge","Massachusetts [MA]","United States [us]","Existing Buildings","v2009",""
