,Path,Certification date,City,State,Country,Rating system,Version,Certification level
815 Albany St Graduate Student Housing,https://www.usgbc.org/projects/815-albany-st-graduate-student-housing,9-Jan-14,Boston,Massachusetts [MA],United States [us],New Construction,v2009,Gold
Watermark,https://www.usgbc.org/projects/watermark-0,24-Feb-10,Cambridge,Massachusetts [MA],United States [us],Existing Buildings,v2009,Gold
Boston Scientific Corp Quincy South,https://www.usgbc.org/projects/boston-scientific-corp-quincy-south,12-Jul-12,Quincy,Massachusetts [MA],United States [us],New Construction,v2009,Silver
Dadanco Office Space,https://www.usgbc.org/projects/dadanco-office-space,7-Apr-17,Westfield,Massachusetts [MA],United States [us],Commercial Interiors,v2009,Gold
Harvard Kennedy School Hauser Center,https://www.usgbc.org/projects/harvard-kennedy-school-hauser-center,2-Sep-10,Cambridge,Massachusetts [MA],United States [us],Commercial Interiors,v2.0,Silver
Sterling & Francine Clark Art Institute,https://www.usgbc.org/projects/sterling-francine-clark-art-institute,4-Feb-16,Williamstown,Massachusetts [MA],United States [us],New Construction,v2.2,Gold
The Van Ness,https://www.usgbc.org/projects/van-ness-0,20-Jan-16,Boston,Massachusetts [MA],United States [us],Core and Shell,v2.0,Gold
333 Wyman Street,https://www.usgbc.org/projects/333-wyman-street,3-Jul-13,Waltham,Massachusetts [MA],United States [us],Core and Shell,v2009,Certified
UMass Lowell Aiken Street Housing,https://www.usgbc.org/projects/umass-lowell-aiken-street-housing,10-Sep-15,Lowell,Massachusetts [MA],United States [us],New Construction,v2009,Silver
Wellesley Toyota,https://www.usgbc.org/projects/wellesley-toyota,26-Sep-13,Wellesley,Massachusetts [MA],United States [us],New Construction,v2009,Silver
200/300 Cambridge Discovery Park,https://www.usgbc.org/projects/200300-cambridge-discovery-park,27-Jun-12,Cambridge,Massachusetts [MA],United States [us],Core and Shell,v2009,Gold
GSA Region 1 - PBS Permanent Location,https://www.usgbc.org/projects/gsa-region-1-pbs-permanent-location,17-Apr-14,Boston,Massachusetts [MA],United States [us],Commercial Interiors,v2009,Gold
Waterside Place,https://www.usgbc.org/projects/waterside-place,13-Oct-15,Boston,Massachusetts [MA],United States [us],New Construction,v2009,Gold
1030 Mass Ave Cambridge,https://www.usgbc.org/projects/1030-mass-ave-cambridge,13-Dec-12,Cambridge,Massachusetts [MA],United States [us],Core and Shell,v2009,Gold
150 Second Street,https://www.usgbc.org/projects/150-second-street,25-Nov-13,Cambridge,Massachusetts [MA],United States [us],Core and Shell,v2009,Platinum
265 Franklin Street,https://www.usgbc.org/projects/265-franklin-street,12-Jul-16,Boston,Massachusetts [MA],United States [us],Existing Buildings,v2009,Gold
Kensington Boston,https://www.usgbc.org/projects/kensington-boston,11-Mar-14,Boston,Massachusetts [MA],United States [us],New Construction,v2009,Gold
JFK FEDERAL BUILDING,https://www.usgbc.org/projects/jfk-federal-building,3-Jan-13,BOSTON,Massachusetts [MA],United States [us],Existing Buildings,v2009,Certified
MIT Koch Institute,https://www.usgbc.org/projects/mit-koch-institute,27-Sep-11,Cambridge,Massachusetts [MA],United States [us],New Construction,v2.2,Gold
Northfield Mount Hermon - Arts Center,https://www.usgbc.org/projects/northfield-mount-hermon-arts-center,22-Jul-09,Gill,Massachusetts [MA],United States [us],New Construction,v2.2,Gold
400 Technology Square,https://www.usgbc.org/projects/400-technology-square,9-Jul-13,Cambridge,Massachusetts [MA],United States [us],Core and Shell,v2009,Gold
Boston Society of Architects,https://www.usgbc.org/projects/boston-society-architects,17-Dec-12,Boston,Massachusetts [MA],United States [us],Commercial Interiors,v2009,Gold
MIT Graduate Student Residence,https://www.usgbc.org/projects/mit-graduate-student-residence,13-Nov-09,Cambridge,Massachusetts [MA],United States [us],New Construction,v2.2,Gold
5 Western Avenue,https://www.usgbc.org/projects/5-western-avenue,8-Sep-15,Cambridge,Massachusetts [MA],United States [us],New Construction,v2009,Gold
MassArt Residence Hall: Tree House,https://www.usgbc.org/projects/massart-residence-hall-tree-house,28-Apr-15,Boston,Massachusetts [MA],United States [us],New Construction,v2009,Gold
Seekonk,https://www.usgbc.org/projects/seekonk,21-Dec-12,Seekonk,Massachusetts [MA],United States [us],Commercial Interiors,v2009,Certified
315 on A,https://www.usgbc.org/projects/315,21-Apr-14,Boston,Massachusetts [MA],United States [us],New Construction,v2009,Gold
185 Franklin Street,https://www.usgbc.org/projects/185-franklin-street,15-Jun-15,Boston,Massachusetts [MA],United States [us],Core and Shell,v2.0,Silver
MIT E25 Basement - Animal Facility,https://www.usgbc.org/projects/mit-e25-basement-animal-facility,27-Aug-15,Cambridge,Massachusetts [MA],United States [us],Commercial Interiors,v2009,Gold
Longfellow Hall Basement,https://www.usgbc.org/projects/longfellow-hall-basement,18-Aug-10,Cambridge,Massachusetts [MA],United States [us],Commercial Interiors,v2.0,Silver
Atria Woodbriar,https://www.usgbc.org/projects/atria-woodbriar,20-Dec-13,Falmouth,Massachusetts [MA],United States [us],New Construction,v2.2,Gold
Nantucket Dreamland Theater,https://www.usgbc.org/projects/nantucket-dreamland-theater,11-Dec-15,Nantucket,Massachusetts [MA],United States [us],New Construction,v2009,Certified
404 Wyman Street,https://www.usgbc.org/projects/404-wyman-street,4-Apr-14,Waltham,Massachusetts [MA],United States [us],Existing Buildings,v2009,Gold
130 Brookline Street,https://www.usgbc.org/projects/130-brookline-street,25-Feb-14,Cambridge,Massachusetts [MA],United States [us],Core and Shell,v2009,Gold
Commons at Southfield Highlands Bldg 1,https://www.usgbc.org/projects/commons-southfield-highlands-bldg-1,1-May-13,South Weymouth,Massachusetts [MA],United States [us],New Construction,v2009,Silver
MA Green High Performance Computing Ctr,https://www.usgbc.org/projects/ma-green-high-performance-computing-ctr,28-Aug-13,Holyoke,Massachusetts [MA],United States [us],New Construction,v2009,Platinum
Berklee 160 Massachusetts Avenue,https://www.usgbc.org/projects/berklee-160-massachusetts-avenue,4-Nov-15,Boston,Massachusetts [MA],United States [us],New Construction,v2009,Gold
Dassault Systemes Boston Campus,https://www.usgbc.org/projects/dassault-systemes-boston-campus,30-Sep-13,Waltham,Massachusetts [MA],United States [us],Commercial Interiors,v2009,Platinum
NMH Admissions,https://www.usgbc.org/projects/nmh-admissions,1-Feb-11,Mount Hermon,Massachusetts [MA],United States [us],New Construction,v2.2,Gold
Red Hat Addition,https://www.usgbc.org/projects/red-hat-addition,14-Sep-16,Westford,Massachusetts [MA],United States [us],Commercial Interiors,v2009,Certified
EBNHC Maverick Square,https://www.usgbc.org/projects/ebnhc-maverick-square,15-Mar-13,East Boston,Massachusetts [MA],United States [us],New Construction,v2009,Gold
Tozzer Library Harvard FAS,https://www.usgbc.org/projects/tozzer-library-harvard-fas,29-Sep-15,Cambridge,Massachusetts [MA],United States [us],New Construction,v2009,Gold
22 Water Street Residences,https://www.usgbc.org/projects/22-water-street-residences,3-Dec-15,Cambridge,Massachusetts [MA],United States [us],New Construction,v2009,Silver
Keurig Green Mountain 63 South Ave,https://www.usgbc.org/projects/keurig-green-mountain-63-south-ave,11-Mar-14,Burlington,Massachusetts [MA],United States [us],Commercial Interiors,v2009,Gold
CitySquare: Building H,https://www.usgbc.org/projects/citysquare-building-h-0,30-Oct-13,Worcester,Massachusetts [MA],United States [us],Core and Shell,v2009,Silver
Jimmy Fund Pediatric Clinic and MRI,https://www.usgbc.org/projects/jimmy-fund-pediatric-clinic-and-mri,13-Sep-18,Boston,Massachusetts [MA],United States [us],Commercial Interiors,v2009,Silver
Boston University CILSE,https://www.usgbc.org/projects/boston-university-cilse,12-Sep-18,Boston,Massachusetts [MA],United States [us],New Construction,v2009,Gold
200 Pier 4 Boulevard,https://www.usgbc.org/projects/200-pier-4-boulevard,6-Sep-18,boston,Massachusetts [MA],United States [us],Core and Shell,v2009,Gold
SSU Mainstage Theater Upgrade SSA1201DC1,https://www.usgbc.org/projects/ssu-mainstage-theater-upgrade-ssa1201dc1,27-Aug-18,Salem,Massachusetts [MA],United States [us],New Construction,v2009,Gold
19 & 21 Field Street,https://www.usgbc.org/projects/19-21-field-street,2-Nov-07,Cambridge,Massachusetts [MA],United States [us],Homes,v2008,Platinum
Building 31,https://www.usgbc.org/projects/building-31-1,2-Aug-18,Cambridge,Massachusetts [MA],United States [us],New Construction,v2009,Gold
Westfield State New Science Center,https://www.usgbc.org/projects/westfield-state-new-science-center,31-Jul-18,Westfield,Massachusetts [MA],United States [us],New Construction,v2009,Silver
Presentation School Foundation,https://www.usgbc.org/projects/presentation-school-foundation,16-Jul-18,Brighton,Massachusetts [MA],United States [us],Core and Shell,v2.0,Gold
Flats East Phase III,https://www.usgbc.org/projects/flats-east-phase-iii,15-Jun-18,Northampton,Massachusetts [MA],United States [us],Homes,v2008,Gold
109 Olander Dr,https://www.usgbc.org/projects/109-olander-dr,11-Jun-18,Northampton,Massachusetts [MA],United States [us],Homes,v2008,Platinum
Emerson Boylston Place,https://www.usgbc.org/projects/emerson-boylston-place,20-Jun-18,Boston,Massachusetts [MA],United States [us],New Construction,v2009,Gold
Parcel 1B,https://www.usgbc.org/projects/parcel-1b,18-Jun-18,Boston,Massachusetts [MA],United States [us],New Construction,v2009,Gold
EY Boston,https://www.usgbc.org/projects/ey-boston,22-May-18,Boston,Massachusetts [MA],United States [us],Commercial Interiors,v2009,Gold
115 Hartwell Lexington,https://www.usgbc.org/projects/115-hartwell-lexington,19-May-18,Lexington,Massachusetts [MA],United States [us],Core and Shell,v2009,Certified
J. Henry Higgins Middle School,https://www.usgbc.org/projects/j-henry-higgins-middle-school,18-May-18,Peabody,Massachusetts [MA],United States [us],Schools - New Construction,v2009,Silver
Price Chopper - Webster,https://www.usgbc.org/projects/price-chopper-webster,9-Jun-15,Webster,Massachusetts [MA],United States [us],Retail - New Construction,v2009,Silver
Tufts Science and Engineering Complex,https://www.usgbc.org/projects/tufts-science-and-engineering-complex,24-Apr-18,Medford,Massachusetts [MA],United States [us],New Construction,v2009,Gold
Forest Hills Building A,https://www.usgbc.org/projects/forest-hills-building,20-Apr-18,Boston,Massachusetts [MA],United States [us],New Construction,v2009,Silver
The Harlo,https://www.usgbc.org/projects/harlo,13-Apr-18,Boston,Massachusetts [MA],United States [us],New Construction,v2009,Gold
100 Binney Street,https://www.usgbc.org/projects/100-binney-street,2-Apr-18,Cambridge,Massachusetts [MA],United States [us],Core and Shell,v2009,Gold
Fan Pier Parcel C,https://www.usgbc.org/projects/fan-pier-parcel-c,7-Mar-18,Boston,Massachusetts [MA],United States [us],New Construction,v2009,Silver
Leverett House - McKinlock Hall,https://www.usgbc.org/projects/leverett-house-mckinlock-hall,6-Mar-18,Cambridge,Massachusetts [MA],United States [us],New Construction,v2009,Gold
Codman Academy K1-8 Charter School,https://www.usgbc.org/projects/codman-academy-k18-charter-school,26-Feb-18,Dorchester,Massachusetts [MA],United States [us],Commercial Interiors,v2009,Gold
NECC Allied Health Tech Building,https://www.usgbc.org/projects/necc-allied-health-tech-building,16-Feb-18,Lawrence,Massachusetts [MA],United States [us],New Construction,v2009,Silver
MIT Building 2 Chemistry,https://www.usgbc.org/projects/mit-building-2-chemistry,14-Feb-18,Cambridge,Massachusetts [MA],United States [us],New Construction,v2009,Silver
MWC1201 Mt Wachusett CC Haley Addition,https://www.usgbc.org/projects/mwc1201-mt-wachusett-cc-haley-addition,6-Feb-18,Gardner,Massachusetts [MA],United States [us],New Construction,v2009,Gold
MassDOT Central Facility,https://www.usgbc.org/projects/massdot-central-facility,6-Feb-18,Hopkinton,Massachusetts [MA],United States [us],New Construction,v2009,Gold
FAS PMAE Anthropology Dept 5th Floor,https://www.usgbc.org/projects/fas-pmae-anthropology-dept-5th-floor,2-Feb-18,Cambridge,Massachusetts [MA],United States [us],Commercial Interiors,v2009,Gold
Willam H. Taylor Elementary School,https://www.usgbc.org/projects/willam-h-taylor-elementary-school,1-Feb-18,New Bedford,Massachusetts [MA],United States [us],Schools - New Construction,v2009,Certified
NORTHEASTERN UNIVERSITY DEAN SUITE COE,https://www.usgbc.org/projects/northeastern-university-dean-suite-coe,23-Jan-18,Boston,Massachusetts [MA],United States [us],Commercial Interiors,v2009,Silver
FAS MCZ HEB 5th Floor Office Suite,https://www.usgbc.org/projects/fas-mcz-heb-5th-floor-office-suite,22-Jan-18,Cambridge,Massachusetts [MA],United States [us],Commercial Interiors,v2009,Gold
130 Cambridge Park Drive,https://www.usgbc.org/projects/130-cambridge-park-drive,21-Dec-17,Cambridge,Massachusetts [MA],United States [us],Mid-rise,v2008,Gold
Pulichino Tong Business Center,https://www.usgbc.org/projects/pulichino-tong-business-center,21-Dec-17,Lowell,Massachusetts [MA],United States [us],New Construction,v2009,Gold
Ruth Mulan Chu Chao Center,https://www.usgbc.org/projects/ruth-mulan-chu-chao-center,20-Dec-17,Boston,Massachusetts [MA],United States [us],New Construction,v2009,Gold
50+60 Binney Street,https://www.usgbc.org/projects/5060-binney-street,13-Dec-17,Cambridge,Massachusetts [MA],United States [us],Core and Shell,v2009,Gold
Edgartown Public Library,https://www.usgbc.org/projects/edgartown-public-library,4-Dec-17,Edgartown,Massachusetts [MA],United States [us],New Construction,v2009,Silver
LINX - 490 Arsenal Way,https://www.usgbc.org/projects/linx-490-arsenal-way,28-Nov-17,Watertown,Massachusetts [MA],United States [us],Core and Shell,v2009,Gold
Curry College Residence Hall,https://www.usgbc.org/projects/curry-college-residence-hall,2-Dec-17,Milton,Massachusetts [MA],United States [us],New Construction,v2009,Silver
Autodesk Boston Office Project,https://www.usgbc.org/projects/autodesk-boston-office-project,22-Nov-17,Boston,Massachusetts [MA],United States [us],Commercial Interiors,v2009,Platinum
1282 Boylston Street,https://www.usgbc.org/projects/1282-boylston-street,17-Nov-17,Boston,Massachusetts [MA],United States [us],New Construction,v2009,Gold
Flats West Phase II,https://www.usgbc.org/projects/flats-west-phase-ii,19-Oct-17,Northampton,Massachusetts [MA],United States [us],Homes,v2008,Gold
Serenity - 101 South Huntington Ave,https://www.usgbc.org/projects/serenity-101-south-huntington-ave,3-Nov-17,Boston,Massachusetts [MA],United States [us],New Construction,v2009,Gold
STGRSD Middle School / High School,https://www.usgbc.org/projects/stgrsd-middle-school-high-school,12-Oct-17,Southwick,Massachusetts [MA],United States [us],Schools - New Construction,v2009,Certified
1560 Trapelo Rd.,https://www.usgbc.org/projects/1560-trapelo-rd-0,3-Jun-09,Waltham,Massachusetts [MA],United States [us],Core and Shell,v2.0,Gold
75 State Street,https://www.usgbc.org/projects/75-state-street,13-Jan-10,Boston,Massachusetts [MA],United States [us],Existing Buildings,v2008,Gold
Clarendon and Berkeley Buildings,https://www.usgbc.org/projects/clarendon-and-berkeley-buildings,3-May-12,Boston,Massachusetts [MA],United States [us],Existing Buildings,v2009,Gold
Kohl's Woburn,https://www.usgbc.org/projects/kohls-woburn,8-Jul-11,Woburn,Massachusetts [MA],United States [us],Existing Buildings,v2009,Certified
Manulife - 601 Congress,https://www.usgbc.org/projects/manulife-601-congress,22-Jul-11,Boston,Massachusetts [MA],United States [us],Existing Buildings,v2009,Platinum
12 Oak,https://www.usgbc.org/projects/12-oak,18-Jan-12,Bedford,Massachusetts [MA],United States [us],Existing Buildings,v2009,Certified
14 Oak Park,https://www.usgbc.org/projects/14-oak-park,18-Jan-12,Bedford,Massachusetts [MA],United States [us],Existing Buildings,v2009,Gold
0282 Manulife U.S. Headquarters,https://www.usgbc.org/projects/0282-manulife-us-headquarters,19-Jan-06,Boston,Massachusetts [MA],United States [us],New Construction,v2.0,Certified
Greek B Unit B3,https://www.usgbc.org/projects/greek-b-unit-b3,29-Sep-17,Northampton,Massachusetts [MA],United States [us],Homes,v2008,Gold
Greek B Unit B4,https://www.usgbc.org/projects/greek-b-unit-b4,29-Sep-17,Northampton,Massachusetts [MA],United States [us],Homes,v2008,Gold
